inventory_type,Ven Nbr,Vendor Address                               ,Remit to                                     ,Contact Info                                 ,Terms,Last PO,Last Payment,source_tier,source_file,ingested_at
,,14963 COLLECTIONS CENTER DR.                 ,                                             ,                                             ,,,56.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CHICAGO, IL 60693                            ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1316.0,CLIVE JAYCEES                                ,SAME                                         ,                                             ,Net 30,,Ck #5535,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2024 92ND CT.                                ,                                             ,                                             ,,,4/24/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,SUITE 14                                     ,                                             ,                                             ,,,250.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CLIVE, IA 50325                              ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1317.0,HUPP TOYOTALIFT                              ,SAME                                         ,                                             ,Net 30,14016,Ck #1317,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,1120 SE LORENZ DRIVE                         ,                                             ,                                             ,,9/28/22,10/21/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"ANKENY, IA 50021                             ",                                             ,                                             ,,,928.05,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1318.0,VENDNET                                      ,SAME                                         ,Ph : 800-833-4411                            ,Net 30,,Ck #1318,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,8040 UNIVERSITY BLVD.                        ,                                             ,Fax: 515-987-4447                            ,,,1/7/13,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CLIVE, IA 50325                              ",                                             ,                                             ,,,207.73,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1319.0,CONSOLIDATED ENERGY SERVICES INC             ,SAME                                         ,JIM RASLEY                                   ,Net 30,3711,Ck #1319,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,1004 58TH ST                                 ,                                             ,Ph : 515-223-5544                            ,,5/6/09,8/23/21,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"W DES MOINES, IA 50266                       ",                                             ,Fax: 515-223-5545                            ,,,500.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1320.0,CONSTRUCTION UPDATE PLAN ROOM NETWORK        ,SAME                                         ,                                             ,Net 30,,Ck #1320,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,221 PARK ST.                                 ,                                             ,                                             ,,,10/1/10,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 695                                   ,                                             ,                                             ,,,16.32,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50306-0695                    ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1322.0,LITE ELECTRIC                                ,SAME                                         ,TOM WALLNER                                  ,Net 30,3735,Ck #1322,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,422 S BLAIR STREET                           ,                                             ,Ph : 605 987 5511                            ,,5/20/09,7/16/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CANTON, SD 57013                             ",                                             ,Fax: SAME                                    ,,,165.31,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1324.0,YELLOW BOOK WEST                             ,SAME                                         ,                                             ,Net 30,,Ck #1324,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 660052                                ,                                             ,                                             ,,,11/12/12,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DALLAS, TX 75266-0052                        ",                                             ,                                             ,,,130.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1325.0,CITY LAUNDERING CO.                          ,SAME                                         ,Ph : 319 283 5621                            ,Net 30,13528,Ck #1325,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 622                                   ,                                             ,                                             ,,5/10/16,7/15/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"OELWEIN, IA 50662-0622                       ",                                             ,                                             ,,,659.58,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1326.0,"EDER FLAG MANUFACTURING COMPANY, INC.        ",EDER FLAG MFG CO INC                         ,CUSTOMER NUMBER 503EA                        ,Net 30,25128,Ck #1326,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,1000 W. RAWSON AVE                           ,PO BOX 689575                                ,sales@ederflag.com                           ,,6/6/25,7/15/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,P.O. BOX 397                                 ,P.O. BOX 397                                 ,Ph : 800-558-6044                            ,,,35.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"OAK CREEK, WI 53154-0397                     ","CHICAGO, IL 60695-9575                       ",Fax: sales@ederflag.com                      ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1327.0,"INLAND PETROSERVICE, INC                     ",SAME                                         ,LISA@INLANDPETROSERVICE.COM                  ,Net 30,3787,Ck #1327,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,3690 BRADDOCK ST                             ,                                             ,Ph : 907 451 1905                            ,,6/9/09,7/21/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"FAIRBANKS, AK 99701                          ",                                             ,Fax: 907 451 1906                            ,,,760.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1328.0,VISUAL COMMUNICATIONS GROUP                  ,SAME                                         ,                                             ,Net 30,3800,Ck #1328,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,1548 CLIFF ROAD EAST                         ,                                             ,                                             ,,6/11/09,7/9/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"BURNSVILLE, MN 55337                         ",                                             ,                                             ,,,336.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1333.0,QUALITY SIGN                                 ,SAME                                         ,STEPHANIE                                    ,Net 30,3857,Ck #1333,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,336 2ND AVE SOUTH                            ,                                             ,Ph : 608 779 9411                            ,,7/10/09,9/28/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"ONALASKA, WI 54650                           ",                                             ,Fax: 608 781 4012                            ,,,451.01,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1334.0,SERVICE LIGHTING & ELECTRIC                  ,SAME                                         ,RANDY NIELSEN                                ,Net 30,3893,Ck #1334,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2140 MERRITT DR                              ,                                             ,Rnielsen@1000bulbs.com                       ,,7/22/09,8/7/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"GARLAND, TX 75041                            ",                                             ,Ph : 1-800-624-4488 ext. 149                 ,,,968.96,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1335.0,KING ARCHITECTURAL METALS                    ,SAME                                         ,Ph : 1-800-542-2379                          ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 271169                                ,                                             ,Fax: 214-324-2268                            ,,7/24/09,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,9611 EAST R.L. THORNTON FRWY (I-30)          ,                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DALLAS, TX 75227-1169                        ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1337.0,CITY OF CARROLL                              ,SAME                                         ,PERRY                                        ,Net 30,,Ck #26782,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,627 N. ADAMS ST.                             ,                                             ,                                             ,,,7/1/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CARROLL, IA 51401                            ",                                             ,                                             ,,,25.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1339.0,CITY TREASURER                               ,SAME                                         ,JO DEGREZE                                   ,Net 30,,Ck #6235,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,CODE ENFORCEMENT                             ,                                             ,                                             ,,,11/9/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,1201 6TH ST. SW                              ,                                             ,                                             ,,,50.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CEDAR RAPIDS, IA 52404                       ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1340.0,KINMAN GLASS INC.                            ,SAME                                         ,MERV KINMAN                                  ,Net 30,9699,Ck #1340,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2660 100TH STREET                            ,                                             ,Ph : 515 254 2244                            ,,11/19/13,12/30/13,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"URBANDALE, IA 50322                          ",                                             ,Fax: 515 254 2295                            ,,,531.74,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1341.0,CITY OF CEDAR FALLS                          ,SAME                                         ,                                             ,Net 30,,Ck #24494,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,220 CLAY ST.                                 ,                                             ,                                             ,,,9/6/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CEDAR FALLS, IA 50613                        ",                                             ,                                             ,,,80.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1342.0,NORTHEASTERN SIGN CORP                       ,SAME                                         ,MIKE CROSLEY                                 ,Net 30,4010,Ck #1342,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 340                                   ,                                             ,northeas@twcny.rr.com                        ,,8/27/09,9/28/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,102 COLD BROOK DRIVE                         ,                                             ,Ph : 800 693 7446                            ,,,"1,125.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"SOUTH COLTON, NY 13687                       ",                                             ,Fax: 315 265 0712                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1346.0,YOUNG ELECTRIC SIGN CO.                      ,SAME                                         ,TRICIA TRAYLOR                               ,Net 30,4021,Ck #1346,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,6725 WEST CHICAGO ST                         ,                                             ,TTRAYLOR@YESCO.COM                           ,,8/31/09,10/14/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CHANDLER, AZ 85226                           ",                                             ,Ph : 480 403 7760                            ,,,"2,155.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,                                             ,                                             ,Fax: 480 961 5923                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1348.0,REEL SIGNS                                   ,SAME                                         ,ERIC MYERS                                   ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,12050 5TH ST E                               ,                                             ,eric@reelsigns.com                           ,,9/2/09,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"TREASURE ISLAND, FL 33707                    ",                                             ,Ph : 727 452 8026                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1349.0,TAMA COUNTY ZONING ADMINISTRATOR             ,SAME                                         ,Ph : 641-484-4788                            ,Net 30,,Ck #5989,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,129 WEST HIGH STREET                         ,                                             ,Fax: 641-484-5447                            ,,,9/3/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"TOLEDO, IA 52342                             ",                                             ,                                             ,,,25.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1350.0,HARRINGTON & KING                            ,SAME                                         ,PETE                                         ,Net 30,4053,Ck #1350,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,5655 W. FILLMORE ST                          ,                                             ,Ph : 800-638-1801                            ,,9/9/09,10/5/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CHICAGO, IL 60644                            ",                                             ,Fax: 773-261-1686                            ,,,161.77,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1352.0,HTM LIGHTING                                 ,SAME                                         ,Ph : 866-550-4486                            ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2401-A CORPORATE BLVD                        ,                                             ,Fax: 352-796-4437                            ,,11/24/10,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"BROOKSVILLE, FL 34604                        ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1353.0,CITY OF CLARION                              ,SAME                                         ,DARCEY                                       ,Net 30,,Ck #6130,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 266                                   ,                                             ,                                             ,,,10/13/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CLARION, IA 50525                            ",                                             ,                                             ,,,25.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1354.0,CITY OF MEXICO                               ,SAME                                         ,Ph : 573-581-2100                            ,Net 30,,Ck #6161,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,300 NORTH COAL                               ,                                             ,Fax: 573-581-6261                            ,,,10/21/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"MEXICO, MO 65265                             ",                                             ,                                             ,,,36.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1355.0,CITY OF GREENFIELD                           ,SAME                                         ,                                             ,Net 30,,Ck #22747,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 95                                    ,                                             ,                                             ,,,2/23/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,202 S. 1ST ST.                               ,                                             ,                                             ,,,15.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"GREENFIELD, IA 50849                         ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1356.0,FRANK BALTON SIGN CO                         ,SAME                                         ,CHRIS BALTON                                 ,Net 30,4191,Ck #1356,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,5385 PLEASANT VIEW ROAD                      ,                                             ,CHRIS@FBALTON.COM                            ,,10/29/09,2/10/10,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"MEMPHIS, TN 38134                            ",                                             ,Ph : 901 388 1212                            ,,,"3,650.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,                                             ,                                             ,Fax: 901 388 9485                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1358.0,BELTWAY SIGN SERVICE                         ,SAME                                         ,ROBERT GRESTY                                ,Net 30,8442,Ck #1358,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,7917 MARLBORO PIKE                           ,                                             ,BELTWAYSIGN@AOL.COM                          ,,2/15/13,4/5/13,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"FORESTVILLE, MD 20747                        ",                                             ,Ph : 301 568 5982                            ,,,"1,185.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,                                             ,                                             ,Fax: 301 568 6009                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1362.0,COMMERCIAL LIGHTING SERVICES                 ,SAME                                         ,MANAGER                                      ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,4525 NE 78 AVE                               ,                                             ,Ph : 515 9673730                             ,,10/30/09,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"BONDURANT, IA 50035                          ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1363.0,"AIRPORT TIRE AND AUTO CENTER, INC.           ",SAME                                         ,                                             ,Net 30,,Ck #1363,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,4210 FLEUR DR.                               ,                                             ,                                             ,,,11/5/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50321                         ",                                             ,                                             ,,,189.74,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1364.0,PHYSICIAN'S EYE CLINIC                       ,SAME                                         ,                                             ,Net 30,,Ck #1364,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2101 WESTOWN PARKWAY                         ,                                             ,                                             ,,,11/5/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"WEST DES MOINES, IA 50265-1542               ",                                             ,                                             ,,,175.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1365.0,PREFERRED PROPERTIES                         ,SAME                                         ,                                             ,Net 30,,Ck #6236,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2155 NW 94TH ST.                             ,                                             ,                                             ,,,11/9/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CLIVE, IA 50325                              ",                                             ,                                             ,,,117.92,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1366.0,GIT N GO                                     ,SAME                                         ,                                             ,Net 30,,Ck #7591,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2716 INDIANOLA ROAD                          ,                                             ,                                             ,,,11/23/10,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50315                         ",                                             ,                                             ,,,300.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1367.0,COPY SYSTEMS INC.                            ,SAME                                         ,Ph : 515 262 2100                            ,Net 30,7819,Ck #1367,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,920 E 21ST STREET                            ,                                             ,Fax: 515 261 3669                            ,,8/28/12,1/25/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50317                         ",                                             ,                                             ,,,228.18,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1369.0,SCHRODER MASONRY                             ,SAME                                         ,ALLEN SCHROEDER                              ,Net 30,8942,Ck #1369,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,1120 RAILROAD                                ,                                             ,Ph : 223 7444                                ,,6/20/13,6/26/13,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"WEST DES MOINE, IA 50265                     ",                                             ,Fax: 223 7445                                ,,,"3,094.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1370.0,BAUER BUILT TIRE                             ,SAME                                         ,Ph : 515 266 7128                            ,Net 30,,Ck #1370,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,5201 NE 15TH ST.                             ,                                             ,                                             ,,4/4/23,4/5/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50313                         ",                                             ,                                             ,,,584.72,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1371.0,MARK LILE                                    ,SAME                                         ,                                             ,Net 30,,Ck #9914,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,4411 SE 14TH ST.                             ,                                             ,                                             ,,,9/24/12,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50315                         ",                                             ,                                             ,,,20.95,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1372.0,AUDRAIN COUNTY CONCRETE                      ,SAME                                         ,DANNY                                        ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,15748 U S 54                                 ,                                             ,Ph : 573 581 3226                            ,,12/11/09,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"MEXICO, MO 65269                             ",                                             ,Fax: 573 581 0382                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1375.0,TISCHCO SIGNS                                ,SAME                                         ,Ph : 231-755-5529                            ,Net 30,4336,Ck #1375,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2107 HENRY ST.                               ,                                             ,Fax: 231-755-0959                            ,,12/17/09,12/28/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"MUSKEGON, MI 49441                           ",                                             ,                                             ,,,329.03,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1377.0,CITY OF SIOUX CITY                           ,SAME                                         ,                                             ,Net 30,,Ck #19376,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,405 6TH STREET                               ,                                             ,                                             ,,,5/16/19,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 447                                   ,                                             ,                                             ,,,50.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"SIOUX CITY, IA 51102                         ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1378.0,DONALDSON EXCAVATING                         ,SAME                                         ,DARREN DONALDSON                             ,Net 30,4394,Ck #1378,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,7525 AUDRAIN RD 341                          ,                                             ,Ph : 573 473 5575                            ,,1/12/10,2/17/10,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"MEXICO, MO 65265                             ",                                             ,                                             ,,,150.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1379.0,QUALITY HOUSE PAINTING INC                   ,SAME                                         ,ERIC MILLER                                  ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,15819 RIDGEMONT DR                           ,                                             ,MILLER4771@MCHSI.COM                         ,,1/22/10,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"URBANDALE, IA 50323                          ",                                             ,Ph : 515 779 2265                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,                                             ,                                             ,Fax: 515 334 5116                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1381.0,CRANE RENTAL AND RIGGING                     ,CRANE RENTAL AND RIGGING                     ,DAVE BUNCE                                   ,Net 30,10799,Ck #1381,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
