inventory_type,Ven Nbr,Vendor Address                               ,Remit to                                     ,Contact Info                                 ,Terms,Last PO,Last Payment,source_tier,source_file,ingested_at
,,                                             ,                                             ,Fax: 515-262-5174                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1302.0,COLLIER COUNTY SHERIFF'S OFFICE              ,SAME                                         ,                                             ,Net 30,,Ck #5370,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"3301 TAMIAMI TRAIL EAST, BLDG. J-1           ",                                             ,                                             ,,,3/4/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"NAPLES, FL 34112-4902                        ",                                             ,                                             ,,,40.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1303.0,QUEST INSPECTIONS                            ,SAME                                         ,Ph : 405 912 8153                            ,Net 30,3517,Ck #1303,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,9500 FENDRYCH DR                             ,                                             ,                                             ,,3/26/10,4/3/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"OKLAHOMA CITY, OK 73165                      ",                                             ,                                             ,,,450.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1304.0,ALTEC SERVICE GROUP                          ,ALTEC SERVICE GROUP                          ,JEFF MYERS                                   ,Net 30,17612,Ck #1304,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,5202 EAST 36 HIGHWAY                         ,P O BOX 11407                                ,Jeffrey.Myers@altec.com                      ,,10/20/23,7/1/19,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"ST. JOSEPH, MO 64507                         ","BIRMINGHAM, AL 35246                         ",Ph : 816 236 1363                            ,,,464.29,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,                                             ,                                             ,Fax: 816 236 1319                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1305.0,PRODIGY LIGHTING & SIGN LLC                  ,SAME                                         ,WAYNE PALMER                                 ,Net 30,10221,Ck #1305,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,3535 14TH AVE                                ,                                             ,WAYNE@PRODIGYSIGN.COM                        ,,4/2/14,4/30/14,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"KENOSHA, WI 53140                            ",                                             ,Ph : 262 652 0724                            ,,,921.74,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,                                             ,                                             ,Fax: 262 652 9200                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1307.0,ACTION SIGN AND NEON                         ,"ACTION SIGN AND NEON, INC.                   ",TIM                                          ,Net 30,,Ck #1307,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2863 HWY 367 SO.                             ,P.O. BOX 188                                 ,Ph : 800 798 2817                            ,,3/23/09,8/13/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CABOT, AR 72023                              ","JACKSONVILLE, AR 72076                       ",Fax: 501 605 7436                            ,,,170.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1308.0,NATIONWIDE OFFICE CLEANERS LLC               ,SAME                                         ,Ph : 515-276-3100                            ,Net 30,,Ck #1308,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,9235 SWONSON RD.                             ,                                             ,                                             ,,,10/26/10,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CLIVE, IA 50325                              ",                                             ,                                             ,,,412.34,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1309.0,HINGECRAFT CORPORATION                       ,SAME                                         ,Ph : 574-293-6543                            ,Net 30,7176,Ck #1309,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,3601 LEXINGTON PARK DR.                      ,                                             ,Fax: 574-293-3199                            ,,2/23/12,5/24/12,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"ELKHART, IN 46514                            ",                                             ,                                             ,,,106.19,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1310.0,NORTHSTAR CALIBRATION                        ,SAME                                         ,JANE MCDOUGALL                               ,Net 30,24171,Ck #1310,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1045 NW 26TH PLACE                           ,                                             ,jane@northstarcalibration.com                ,,9/10/24,9/30/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"OWATONNA, MN 55060                           ",                                             ,Ph : 888-384-7774                            ,,,58.20,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1311.0,SIGN A RAMA                                  ,SAME                                         ,SUE MATTHEWS                                 ,Net 30,3611,Ck #1311,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,434 WEST ROAD EDWARD PLAZA                   ,                                             ,Ph : 215 355 2060                            ,,4/3/09,6/3/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"FEASTERVILLE, PA, IA 19053                   ",                                             ,Fax: 215 355 4147                            ,,,580.35,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1313.0,INTERNATIONAL SPECIALISTS INC.               ,SAME                                         ,                                             ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1004 58TH ST                                 ,                                             ,                                             ,,4/10/09,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"WEST DES MOINES, IA 50266                    ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1315.0,LENSCRAFTERS                                 ,SAME                                         ,                                             ,Net 30,,Ck #1315,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,BANK OF AMERICA LOCKBOX SERVICES             ,                                             ,                                             ,,,3/20/19,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,14963 COLLECTIONS CENTER DR.                 ,                                             ,                                             ,,,56.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CHICAGO, IL 60693                            ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1316.0,CLIVE JAYCEES                                ,SAME                                         ,                                             ,Net 30,,Ck #5535,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2024 92ND CT.                                ,                                             ,                                             ,,,4/24/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,SUITE 14                                     ,                                             ,                                             ,,,250.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CLIVE, IA 50325                              ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1317.0,HUPP TOYOTALIFT                              ,SAME                                         ,                                             ,Net 30,14016,Ck #1317,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1120 SE LORENZ DRIVE                         ,                                             ,                                             ,,9/28/22,10/21/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"ANKENY, IA 50021                             ",                                             ,                                             ,,,928.05,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1318.0,VENDNET                                      ,SAME                                         ,Ph : 800-833-4411                            ,Net 30,,Ck #1318,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,8040 UNIVERSITY BLVD.                        ,                                             ,Fax: 515-987-4447                            ,,,1/7/13,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CLIVE, IA 50325                              ",                                             ,                                             ,,,207.73,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1319.0,CONSOLIDATED ENERGY SERVICES INC             ,SAME                                         ,JIM RASLEY                                   ,Net 30,3711,Ck #1319,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1004 58TH ST                                 ,                                             ,Ph : 515-223-5544                            ,,5/6/09,8/23/21,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"W DES MOINES, IA 50266                       ",                                             ,Fax: 515-223-5545                            ,,,500.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1320.0,CONSTRUCTION UPDATE PLAN ROOM NETWORK        ,SAME                                         ,                                             ,Net 30,,Ck #1320,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,221 PARK ST.                                 ,                                             ,                                             ,,,10/1/10,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 695                                   ,                                             ,                                             ,,,16.32,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50306-0695                    ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1322.0,LITE ELECTRIC                                ,SAME                                         ,TOM WALLNER                                  ,Net 30,3735,Ck #1322,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,422 S BLAIR STREET                           ,                                             ,Ph : 605 987 5511                            ,,5/20/09,7/16/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CANTON, SD 57013                             ",                                             ,Fax: SAME                                    ,,,165.31,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1324.0,YELLOW BOOK WEST                             ,SAME                                         ,                                             ,Net 30,,Ck #1324,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 660052                                ,                                             ,                                             ,,,11/12/12,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DALLAS, TX 75266-0052                        ",                                             ,                                             ,,,130.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1325.0,CITY LAUNDERING CO.                          ,SAME                                         ,Ph : 319 283 5621                            ,Net 30,13528,Ck #1325,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 622                                   ,                                             ,                                             ,,5/10/16,7/15/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"OELWEIN, IA 50662-0622                       ",                                             ,                                             ,,,659.58,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1326.0,"EDER FLAG MANUFACTURING COMPANY, INC.        ",EDER FLAG MFG CO INC                         ,CUSTOMER NUMBER 503EA                        ,Net 30,25128,Ck #1326,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1000 W. RAWSON AVE                           ,PO BOX 689575                                ,sales@ederflag.com                           ,,6/6/25,7/15/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,P.O. BOX 397                                 ,P.O. BOX 397                                 ,Ph : 800-558-6044                            ,,,35.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"OAK CREEK, WI 53154-0397                     ","CHICAGO, IL 60695-9575                       ",Fax: sales@ederflag.com                      ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1327.0,"INLAND PETROSERVICE, INC                     ",SAME                                         ,LISA@INLANDPETROSERVICE.COM                  ,Net 30,3787,Ck #1327,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,3690 BRADDOCK ST                             ,                                             ,Ph : 907 451 1905                            ,,6/9/09,7/21/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"FAIRBANKS, AK 99701                          ",                                             ,Fax: 907 451 1906                            ,,,760.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1328.0,VISUAL COMMUNICATIONS GROUP                  ,SAME                                         ,                                             ,Net 30,3800,Ck #1328,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1548 CLIFF ROAD EAST                         ,                                             ,                                             ,,6/11/09,7/9/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"BURNSVILLE, MN 55337                         ",                                             ,                                             ,,,336.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1333.0,QUALITY SIGN                                 ,SAME                                         ,STEPHANIE                                    ,Net 30,3857,Ck #1333,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,336 2ND AVE SOUTH                            ,                                             ,Ph : 608 779 9411                            ,,7/10/09,9/28/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"ONALASKA, WI 54650                           ",                                             ,Fax: 608 781 4012                            ,,,451.01,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1334.0,SERVICE LIGHTING & ELECTRIC                  ,SAME                                         ,RANDY NIELSEN                                ,Net 30,3893,Ck #1334,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2140 MERRITT DR                              ,                                             ,Rnielsen@1000bulbs.com                       ,,7/22/09,8/7/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"GARLAND, TX 75041                            ",                                             ,Ph : 1-800-624-4488 ext. 149                 ,,,968.96,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1335.0,KING ARCHITECTURAL METALS                    ,SAME                                         ,Ph : 1-800-542-2379                          ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 271169                                ,                                             ,Fax: 214-324-2268                            ,,7/24/09,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,9611 EAST R.L. THORNTON FRWY (I-30)          ,                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DALLAS, TX 75227-1169                        ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1337.0,CITY OF CARROLL                              ,SAME                                         ,PERRY                                        ,Net 30,,Ck #26782,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,627 N. ADAMS ST.                             ,                                             ,                                             ,,,7/1/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CARROLL, IA 51401                            ",                                             ,                                             ,,,25.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1339.0,CITY TREASURER                               ,SAME                                         ,JO DEGREZE                                   ,Net 30,,Ck #6235,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,CODE ENFORCEMENT                             ,                                             ,                                             ,,,11/9/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1201 6TH ST. SW                              ,                                             ,                                             ,,,50.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CEDAR RAPIDS, IA 52404                       ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1340.0,KINMAN GLASS INC.                            ,SAME                                         ,MERV KINMAN                                  ,Net 30,9699,Ck #1340,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2660 100TH STREET                            ,                                             ,Ph : 515 254 2244                            ,,11/19/13,12/30/13,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"URBANDALE, IA 50322                          ",                                             ,Fax: 515 254 2295                            ,,,531.74,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1341.0,CITY OF CEDAR FALLS                          ,SAME                                         ,                                             ,Net 30,,Ck #24494,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,220 CLAY ST.                                 ,                                             ,                                             ,,,9/6/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CEDAR FALLS, IA 50613                        ",                                             ,                                             ,,,80.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1342.0,NORTHEASTERN SIGN CORP                       ,SAME                                         ,MIKE CROSLEY                                 ,Net 30,4010,Ck #1342,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 340                                   ,                                             ,northeas@twcny.rr.com                        ,,8/27/09,9/28/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,102 COLD BROOK DRIVE                         ,                                             ,Ph : 800 693 7446                            ,,,"1,125.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"SOUTH COLTON, NY 13687                       ",                                             ,Fax: 315 265 0712                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1346.0,YOUNG ELECTRIC SIGN CO.                      ,SAME                                         ,TRICIA TRAYLOR                               ,Net 30,4021,Ck #1346,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,6725 WEST CHICAGO ST                         ,                                             ,TTRAYLOR@YESCO.COM                           ,,8/31/09,10/14/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CHANDLER, AZ 85226                           ",                                             ,Ph : 480 403 7760                            ,,,"2,155.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,                                             ,                                             ,Fax: 480 961 5923                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1348.0,REEL SIGNS                                   ,SAME                                         ,ERIC MYERS                                   ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,12050 5TH ST E                               ,                                             ,eric@reelsigns.com                           ,,9/2/09,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"TREASURE ISLAND, FL 33707                    ",                                             ,Ph : 727 452 8026                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1349.0,TAMA COUNTY ZONING ADMINISTRATOR             ,SAME                                         ,Ph : 641-484-4788                            ,Net 30,,Ck #5989,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,129 WEST HIGH STREET                         ,                                             ,Fax: 641-484-5447                            ,,,9/3/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"TOLEDO, IA 52342                             ",                                             ,                                             ,,,25.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1350.0,HARRINGTON & KING                            ,SAME                                         ,PETE                                         ,Net 30,4053,Ck #1350,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,5655 W. FILLMORE ST                          ,                                             ,Ph : 800-638-1801                            ,,9/9/09,10/5/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CHICAGO, IL 60644                            ",                                             ,Fax: 773-261-1686                            ,,,161.77,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1352.0,HTM LIGHTING                                 ,SAME                                         ,Ph : 866-550-4486                            ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2401-A CORPORATE BLVD                        ,                                             ,Fax: 352-796-4437                            ,,11/24/10,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"BROOKSVILLE, FL 34604                        ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1353.0,CITY OF CLARION                              ,SAME                                         ,DARCEY                                       ,Net 30,,Ck #6130,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 266                                   ,                                             ,                                             ,,,10/13/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CLARION, IA 50525                            ",                                             ,                                             ,,,25.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1354.0,CITY OF MEXICO                               ,SAME                                         ,Ph : 573-581-2100                            ,Net 30,,Ck #6161,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,300 NORTH COAL                               ,                                             ,Fax: 573-581-6261                            ,,,10/21/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"MEXICO, MO 65265                             ",                                             ,                                             ,,,36.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1355.0,CITY OF GREENFIELD                           ,SAME                                         ,                                             ,Net 30,,Ck #22747,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 95                                    ,                                             ,                                             ,,,2/23/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,202 S. 1ST ST.                               ,                                             ,                                             ,,,15.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"GREENFIELD, IA 50849                         ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1356.0,FRANK BALTON SIGN CO                         ,SAME                                         ,CHRIS BALTON                                 ,Net 30,4191,Ck #1356,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,5385 PLEASANT VIEW ROAD                      ,                                             ,CHRIS@FBALTON.COM                            ,,10/29/09,2/10/10,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"MEMPHIS, TN 38134                            ",                                             ,Ph : 901 388 1212                            ,,,"3,650.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,                                             ,                                             ,Fax: 901 388 9485                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1358.0,BELTWAY SIGN SERVICE                         ,SAME                                         ,ROBERT GRESTY                                ,Net 30,8442,Ck #1358,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,7917 MARLBORO PIKE                           ,                                             ,BELTWAYSIGN@AOL.COM                          ,,2/15/13,4/5/13,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"FORESTVILLE, MD 20747                        ",                                             ,Ph : 301 568 5982                            ,,,"1,185.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,                                             ,                                             ,Fax: 301 568 6009                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1362.0,COMMERCIAL LIGHTING SERVICES                 ,SAME                                         ,MANAGER                                      ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,4525 NE 78 AVE                               ,                                             ,Ph : 515 9673730                             ,,10/30/09,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"BONDURANT, IA 50035                          ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1363.0,"AIRPORT TIRE AND AUTO CENTER, INC.           ",SAME                                         ,                                             ,Net 30,,Ck #1363,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,4210 FLEUR DR.                               ,                                             ,                                             ,,,11/5/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50321                         ",                                             ,                                             ,,,189.74,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,1364.0,PHYSICIAN'S EYE CLINIC                       ,SAME                                         ,                                             ,Net 30,,Ck #1364,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2101 WESTOWN PARKWAY                         ,                                             ,                                             ,,,11/5/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
